,dataset,robustness_method,pipeline_id,model_architecture,metric_name,delta_value
434,Penmanshiel_Hourly_WT08,randomized_training,rt_spaceraw_std0.2_channelscontinuous,GRU,err_pert_ws,-0.011088340995484058
435,Penmanshiel_Hourly_WT08,randomized_training,rt_spaceraw_std0.1_channelscontinuous,TSMixer,err_pert_ws,-0.02678790947382803
436,Penmanshiel_Hourly_WT08,randomized_training,rt_spaceraw_std0.1_channelscontinuous,DLinear,err_pert_ws,-0.015395241358515388
437,Penmanshiel_Hourly_WT08,revin,revin_affineFalse_eps1e-5,ModernTCN,err_pert_ws,0.005298565087847207
438,Penmanshiel_Hourly_WT08,randomized_training,rt_spaceraw_std0.1_channelscontinuous,ModernTCN,err_pert_ws,-0.019230661804112592
439,Penmanshiel_Hourly_WT08,revin,revin_affineTrue_eps1e-5,GRU,err_pert_ws,0.13307979990663454
440,Penmanshiel_Hourly_WT08,revin,revin_affineTrue_eps1e-5,TSMixer,err_pert_ws,0.0018905875969861818
441,Penmanshiel_Hourly_WT08,revin,revin_affineFalse_eps1e-5,DLinear,err_pert_ws,0.007705563248530223
442,traffic,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,err_pert_ws,0.00464358928501607
443,traffic,randomized_smoothing,rs_backbonebaseline_std0.5_samples30_alpha0.25,GRU,err_pert_ws,-0.014323581236600824
444,traffic,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,err_pert_ws,0.04604368167817596
445,traffic,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,err_pert_ws,0.001827627789974251
446,traffic,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,err_pert_ws,0.00041241710484019034
447,traffic,ensemble,ensemble_top10_mean,ModernTCN,err_pert_ws,-0.009335510841011918
448,traffic,ensemble,ensemble_top3_mean,GRU,err_pert_ws,-0.0967498214364052
449,traffic,ensemble,ensemble_top3_mean,PatchTST,err_pert_ws,0.001696133969724234
450,traffic,ensemble,ensemble_top10_mean,TSMixer,err_pert_ws,-0.0760488275140524
451,traffic,ensemble,ensemble_top5_mean,DLinear,err_pert_ws,-0.002985426014661785
452,traffic,fault_augmentation,fa_profholdout_simple_mix0.75_sev0.75_frac0.25,GRU,err_pert_ws,-0.01319795200824736
453,traffic,fault_augmentation,fa_profholdout_varying_mix1.0_sev1.0_frac0.1,PatchTST,err_pert_ws,-0.07752730439752342
454,traffic,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,ModernTCN,err_pert_ws,0.012263695582747536
455,traffic,fault_augmentation,fa_profholdout_simple_mix1.0_sev0.75_frac0.1,TSMixer,err_pert_ws,-0.04959883019030098
456,traffic,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,DLinear,err_pert_ws,-0.00023162043094637763
457,traffic,randomized_training,rt_spaceraw_std0.3_channelscontinuous,GRU,err_pert_ws,-0.011670540186762834
458,traffic,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.01_sinit1.0,PatchTST,err_pert_ws,0.10221831422597172
459,traffic,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,ModernTCN,err_pert_ws,0.0998067534983158
460,traffic,adversarial_training,advtrain_eps0.05_steps5_alpha0.02_channelsall,PatchTST,err_pert_ws,0.0013665175586938805
461,traffic,adversarial_training,advtrain_eps0.1_steps5_alpha0.02_channelsall,ModernTCN,err_pert_ws,-0.008565266525745296
462,traffic,adaptive_robust_loss,arl_alo0.001_ainit1.5_slo0.001_sinit0.1,GRU,err_pert_ws,0.023829249638319006
463,traffic,randomized_training,rt_spaceraw_std0.1_channelscontinuous,PatchTST,err_pert_ws,0.009931014654040338
464,traffic,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit1.0,TSMixer,err_pert_ws,0.07229348771572108
465,traffic,adaptive_robust_loss,arl_alo0.001_ainit1.9_slo0.01_sinit0.1,DLinear,err_pert_ws,0.2009999798864126
466,traffic,adversarial_training,advtrain_eps0.2_steps7_alpha0.02_channelsall,GRU,err_pert_ws,-0.04070345359444616
467,traffic,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,TSMixer,err_pert_ws,-0.03148900152146816
468,traffic,adversarial_training,advtrain_eps0.05_steps3_alpha0.02_channelsall,DLinear,err_pert_ws,-0.0019964214503765954
469,traffic,randomized_training,rt_spaceraw_std0.1_channelscontinuous,TSMixer,err_pert_ws,-0.04700394418239595
470,traffic,randomized_training,rt_spaceraw_std0.1_channelscontinuous,DLinear,err_pert_ws,-0.0005311739563942375
471,traffic,revin,revin_affineTrue_eps1e-5,ModernTCN,err_pert_ws,0.10222555986642845
472,traffic,randomized_training,rt_spaceraw_std0.1_channelscontinuous,ModernTCN,err_pert_ws,0.03374146954119206
473,traffic,revin,revin_affineFalse_eps1e-5,GRU,err_pert_ws,0.044928438645601254
474,traffic,revin,revin_affineFalse_eps1e-5,TSMixer,err_pert_ws,0.05367417785227302
475,traffic,revin,revin_affineTrue_eps1e-5,DLinear,err_pert_ws,0.08232004712522023
476,BeijingAir_Tiantan,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,err_pert_ws,0.008099285688970115
477,BeijingAir_Tiantan,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,GRU,err_pert_ws,0.0023106817502586696
478,BeijingAir_Tiantan,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,err_pert_ws,0.002488008105028694
479,BeijingAir_Tiantan,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,err_pert_ws,-0.0031260320252855522
480,BeijingAir_Tiantan,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,err_pert_ws,0.005686836502466708
481,BeijingAir_Tiantan,ensemble,ensemble_top5_mean,ModernTCN,err_pert_ws,-0.0021831158564193376
482,BeijingAir_Tiantan,ensemble,ensemble_top3_mean,GRU,err_pert_ws,0.013205752558857753
483,BeijingAir_Tiantan,ensemble,ensemble_top3_mean,PatchTST,err_pert_ws,-0.012163159032589466
484,BeijingAir_Tiantan,ensemble,ensemble_top10_mean,TSMixer,err_pert_ws,-0.03436829835348476
485,BeijingAir_Tiantan,ensemble,ensemble_top10_mean,DLinear,err_pert_ws,-0.009461736441895519
486,BeijingAir_Tiantan,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,ModernTCN,err_pert_ws,0.0021375077205477155
487,BeijingAir_Tiantan,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,GRU,err_pert_ws,0.024825376492596085
488,BeijingAir_Tiantan,fault_augmentation,fa_profholdout_simple_mix0.75_sev0.75_frac0.25,PatchTST,err_pert_ws,-0.027276739457728405
489,BeijingAir_Tiantan,fault_augmentation,fa_profholdout_varying_mix0.75_sev1.0_frac0.1,TSMixer,err_pert_ws,-0.017519801234509247
490,BeijingAir_Tiantan,fault_augmentation,fa_profholdout_simple_mix1.0_sev1.0_frac0.25,DLinear,err_pert_ws,-0.015434603614348452
491,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.01_sinit0.1,PatchTST,err_pert_ws,-0.01583328955357577
492,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.01_sinit0.1,ModernTCN,err_pert_ws,-0.037844955482758846
493,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,GRU,err_pert_ws,0.08386368142303252
494,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,TSMixer,err_pert_ws,-0.02852011698433493
495,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.9_slo0.001_sinit0.1,DLinear,err_pert_ws,-0.028613996670665776
496,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.1_steps3_alpha0.02_channelsall,PatchTST,err_pert_ws,-0.034878354618194884
497,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,PatchTST,err_pert_ws,-0.041374184465211905
498,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,GRU,err_pert_ws,0.010056479047128197
499,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.05_steps3_alpha0.02_channelsall,ModernTCN,err_pert_ws,-0.037846492100280016
500,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.1_steps3_alpha0.02_channelsall,TSMixer,err_pert_ws,-0.016644078826034137
501,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.05_steps3_alpha0.02_channelsall,DLinear,err_pert_ws,-0.11097590597285018
502,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,ModernTCN,err_pert_ws,-0.06150613716469816
503,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,GRU,err_pert_ws,0.013908988469638284
504,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,TSMixer,err_pert_ws,0.10331592741359202
505,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,DLinear,err_pert_ws,-0.10310425675376611
506,BeijingAir_Tiantan,revin,revin_affineFalse_eps1e-5,ModernTCN,err_pert_ws,0.009815971539879675
507,BeijingAir_Tiantan,revin,revin_affineFalse_eps1e-5,GRU,err_pert_ws,0.09666887075909397
508,BeijingAir_Tiantan,revin,revin_affineFalse_eps1e-5,TSMixer,err_pert_ws,0.048479215222320626
509,BeijingAir_Tiantan,revin,revin_affineFalse_eps1e-5,DLinear,err_pert_ws,-0.056256565433976335
510,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,err_pert_ws,0.00025061313807961394
511,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,GRU,err_pert_ws,0.0004530738264322265
512,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,err_pert_ws,-0.00303791855499147
513,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.5_samples30_alpha0.25,TSMixer,err_pert_ws,-0.003871339559555098
514,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,err_pert_ws,0.00038711389452217304
515,ETTh1,ensemble,ensemble_top3_mean,ModernTCN,err_pert_ws,-0.01165261252671479
516,ETTh1,ensemble,ensemble_top5_mean,GRU,err_pert_ws,-0.00782788618952035
517,ETTh1,ensemble,ensemble_top10_mean,PatchTST,err_pert_ws,-0.009342951621115203
518,ETTh1,ensemble,ensemble_top5_mean,TSMixer,err_pert_ws,-0.009011529071629054
519,ETTh1,ensemble,ensemble_top5_mean,DLinear,err_pert_ws,0.00210178565531971
520,ETTh1,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,ModernTCN,err_pert_ws,0.001012575086951184
521,ETTh1,fault_augmentation,fa_profholdout_simple_mix1.0_sev0.75_frac0.1,GRU,err_pert_ws,0.015108177638053832
522,ETTh1,fault_augmentation,fa_profholdout_simple_mix0.75_sev0.75_frac0.25,PatchTST,err_pert_ws,-0.00028713428750637426
523,ETTh1,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,TSMixer,err_pert_ws,-0.00035514236539602173
524,ETTh1,fault_augmentation,fa_profholdout_simple_mix0.75_sev1.0_frac0.25,DLinear,err_pert_ws,-0.0032800996065139865
525,ETTh1,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,PatchTST,err_pert_ws,0.02016725419536225
526,ETTh1,adaptive_robust_loss,arl_alo0.25_ainit1.0_slo1e-05_sinit1.0,ModernTCN,err_pert_ws,0.04783279554992914
527,ETTh1,adaptive_robust_loss,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,GRU,err_pert_ws,0.09607271241545678
528,ETTh1,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,TSMixer,err_pert_ws,-0.0003356964945793184
529,ETTh1,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,DLinear,err_pert_ws,0.021462654207646814
530,ETTh1,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,ModernTCN,err_pert_ws,0.0030072481825947905
531,ETTh1,randomized_training,rt_spaceraw_std0.1_channelscontinuous,ModernTCN,err_pert_ws,0.002899238063394982
532,ETTh1,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,GRU,err_pert_ws,-0.031058392448723326
533,ETTh1,randomized_training,rt_spaceraw_std0.2_channelscontinuous,GRU,err_pert_ws,0.02945987994372845
534,ETTh1,adversarial_training,advtrain_eps0.1_steps5_alpha0.02_channelsall,PatchTST,err_pert_ws,0.003951199229806579
535,ETTh1,randomized_training,rt_spaceraw_std0.1_channelscontinuous,PatchTST,err_pert_ws,0.006249358892440715
536,ETTh1,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,TSMixer,err_pert_ws,-0.007039711198210785
537,ETTh1,randomized_training,rt_spaceraw_std0.1_channelscontinuous,TSMixer,err_pert_ws,-0.003066319362819203
538,ETTh1,adversarial_training,advtrain_eps0.2_steps7_alpha0.02_channelsall,DLinear,err_pert_ws,0.004808492426574218
539,ETTh1,randomized_training,rt_spaceraw_std0.2_channelscontinuous,DLinear,err_pert_ws,0.006899662682414043
540,ETTh1,revin,revin_affineTrue_eps1e-5,ModernTCN,err_pert_ws,0.019598401384055553
541,ETTh1,revin,revin_affineTrue_eps1e-5,GRU,err_pert_ws,-0.04033585865795608
542,ETTh1,revin,revin_affineFalse_eps1e-5,TSMixer,err_pert_ws,0.03163860425651066
543,ETTh1,revin,revin_affineTrue_eps1e-5,DLinear,err_pert_ws,0.029685163818299776
